Serial Number,sub_district,district,state,total_area_sq_km,estimated_population,current_green_cover_sq_km,targeted_green_cover_sq_km,greenery_deficit_sq_km,annual_mean_temp_c,annual_mean_rainfall_mm,soil_org_carbon_pct,surface_water_sq_km,population_density,greenery_deficit_pct,deficit_score,pop_density_score,priority_index,agro_eco_zone_description,forestry_trees,horticulture_plants,sustainable_cover
1165,Kumta,Uttara Kannada,Karnataka,599.36,151443,548.34,179.81,-368.53,25.9,2287.08,34.97,31.43,252.6745195,0,0,0.007128944,0.285157759,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1166,Fatehabad,Agra,Uttar Pradesh,609.97,467499,551.66,182.99,-368.67,24.61,698.74,20.76,7.7,766.4294965,0,0,0.021623997,0.864959864,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1167,Biaora,Rajgarh,Madhya Pradesh,1067.83,323761,690.55,320.35,-370.2,24.72,931.62,17.46,20.92,303.1952652,0,0,0.008554333,0.342173333,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1168,Kadi,Mahesana,Gujarat,819.3,310869,616.51,245.79,-370.72,26.82,762.44,19.36,10.43,379.4324423,0,0,0.010705285,0.428211382,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1169,Nahan,Sirmaur,Himachal Pradesh,563.81,95090,540.02,169.14,-370.88,19.39,1955.88,37.53,0.33,168.6561076,0,0,0.004758453,0.190338139,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1170,Sheikhpura,Sheikhpura,Bihar,605.31,637455,552.83,181.59,-371.24,25.96,1042.26,22.2,36.88,1053.105021,0,0,0.029712243,1.188489716,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1171,Tirora,Gondiya,Maharashtra,624.23,192813,558.57,187.27,-371.3,26.4,1532.26,21.06,28.26,308.8813418,0,0,0.00871476,0.348590398,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1172,Guhagar,Ratnagiri,Maharashtra,697.17,127076,580.93,209.15,-371.78,26.7,2704.22,33.44,22.15,182.2740508,0,0,0.005142669,0.205706773,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1173,Karjan,Vadodara,Gujarat,590.85,168605,549.13,177.26,-371.87,27.25,932.11,18.35,10.33,285.3600745,0,0,0.008051132,0.322045292,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1174,Arakkonam,Vellore,Tamil Nadu,844.14,415481,625.13,253.24,-371.89,27.79,1207.21,26.4,67.36,492.1944227,0,0,0.013886744,0.555469776,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1175,Tarana,Ujjain,Madhya Pradesh,1039.18,236115,683.72,311.75,-371.97,24.99,1153.84,16.94,9.31,227.2128024,0,0,0.006410569,0.256422744,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1176,Mhow,Indore,Madhya Pradesh,1101.45,440587,702.62,330.43,-372.19,24.76,1178.93,19.02,10.86,400.0063553,0,0,0.011285756,0.451430228,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1177,Shrirampur,Ahmadnagar,Maharashtra,827.09,389893,620.56,248.13,-372.43,25.42,632.07,18.25,10.46,471.4033539,0,0,0.013300146,0.532005856,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1178,Phalsiya,Udaipur,Rajasthan,1127.47,207051,710.72,338.24,-372.48,23.35,1077.53,20.6,6.51,183.6421368,0,0,0.005181268,0.207250736,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1179,Shirpur,Dhule,Maharashtra,1507.31,389972,824.85,452.19,-372.66,26.05,788.43,18.8,19.15,258.7205021,0,0,0.007299525,0.291980999,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1180,Sirathu,Kaushambi,Uttar Pradesh,600.31,502883,553.29,180.09,-373.2,25.65,739.83,20.59,16.44,837.7055188,0,0,0.023634974,0.945398963,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1181,Mettuppalaiyam,Coimbatore,Tamil Nadu,634.53,241471,563.7,190.36,-373.34,25.05,1039.28,31.12,10.56,380.550959,0,0,0.010736842,0.429473692,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1182,Baramulla,Baramulla,Jammu and Kashmir,2392.54,1197995,1091.24,717.76,-373.48,9.63,715.32,44.74,112.53,500.7209911,0,0,0.014127312,0.5650925,Unclassified,N/A,N/A,General local species
1183,Agar,Agar Malwa,Madhya Pradesh,1465.84,317290,813.48,439.75,-373.73,25,1072.06,16.97,28.99,216.4560934,0,0,0.006107079,0.244283178,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1184,Sheohar,Sheohar,Bihar,575.63,944643,546.73,172.69,-374.04,25.56,1146.07,24.83,11.19,1641.059361,0,0,0.046300752,1.852030079,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1185,Ashta,Sehore,Madhya Pradesh,1437.83,329564,805.72,431.35,-374.37,24.86,1184.03,17.88,18.76,229.2092946,0,0,0.006466898,0.2586759,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1186,Kangra,Kangra,Himachal Pradesh,572.86,195251,546.47,171.86,-374.61,15.77,2869.07,42.87,1.32,340.8354572,0,0,0.009616311,0.384652459,Unclassified,N/A,N/A,General local species
1187,Garhi,Banswara,Rajasthan,852.58,401353,630.41,255.77,-374.64,25.89,1220.44,17.82,25.58,470.7511319,0,0,0.013281745,0.531269786,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1188,Kosli,Jhajjar,Haryana,621.52,241127,561.57,186.45,-375.12,24.56,656.63,17.83,7.2,387.9633801,0,0,0.010945976,0.437839037,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1189,Kishangarh Bas,Alwar,Rajasthan,818.81,362006,620.77,245.64,-375.13,24.46,650.22,18.98,0.48,442.1123338,0,0,0.012473731,0.498949252,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1190,Kasrawad,West Nimar,Madhya Pradesh,1010.6,192708,678.68,303.18,-375.5,26.47,1030.81,17.65,41.21,190.6867208,0,0,0.005380024,0.215200955,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1191,Digras,Yavatmal,Maharashtra,1131.93,276167,715.27,339.58,-375.69,26.78,1145.06,17.99,39.99,243.978868,0,0,0.006883605,0.275344215,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1192,Jhagadia,Bharuch,Gujarat,815.1,176458,621.66,244.53,-377.13,26.95,910.79,18.53,16.2,216.4863207,0,0,0.006107932,0.244317291,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1193,Ajaigarh,Panna,Madhya Pradesh,745.23,195761,600.97,223.57,-377.4,25.51,828.86,18.81,13.94,262.6853455,0,0,0.007411389,0.296455553,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1194,Thasra,Kheda,Gujarat,671.95,344924,579.45,201.59,-377.86,26.8,942.53,17.93,22.98,513.3179552,0,0,0.014482722,0.5793089,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1195,Malpura,Tonk,Rajasthan,1413.77,238599,803.25,424.13,-379.12,24.89,654.84,18.04,30.66,168.7679043,0,0,0.004761608,0.190464308,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1196,Pohri,Shivpuri,Madhya Pradesh,1592.73,203258,857.32,477.82,-379.5,24.51,774.83,18.18,26.97,127.6161057,0,0,0.003600553,0.144022131,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1197,Nattam,Dindigul,Tamil Nadu,579.61,161905,553.75,173.88,-379.87,26.48,1468.61,33.92,0.36,279.33438,0,0,0.007881124,0.315244949,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1198,Krishnarajpet,Mandya,Karnataka,894.44,228723,648.26,268.33,-379.93,23.54,772.87,27.37,57.21,255.7164259,0,0,0.007214768,0.288590726,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1199,Ramanathapuram,Ramanathapuram,Tamil Nadu,813.18,393140,624.33,243.95,-380.38,28.12,943.73,32.12,99.58,483.4599966,0,0,0.013640312,0.545612473,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1200,Mahesana,Mahesana,Gujarat,796.16,559578,619.78,238.85,-380.93,26.32,826.21,20.12,2.49,702.8461616,0,0,0.01983006,0.793202405,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1201,Hinganghat,Wardha,Maharashtra,889.32,227249,648.42,266.8,-381.62,27.24,1269.25,18.5,10.39,255.5311924,0,0,0.007209542,0.288381679,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1202,Palghar,Palghar,Maharashtra,1133.21,642237,722.49,339.96,-382.53,27.06,2202.35,29.42,60.19,566.7413807,0,0,0.015990008,0.639600315,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1203,Madha,Solapur,Maharashtra,1559.34,326800,850.44,467.8,-382.64,27.07,568.61,18.14,23.59,209.5758462,0,0,0.005912961,0.236518422,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1204,Tibi,Hanumangarh,Rajasthan,842.33,150597,635.66,252.7,-382.96,24.95,527.39,17.53,3.69,178.7862239,0,0,0.005044264,0.201770559,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1205,Tohana,Fatehabad,Haryana,600.79,249077,563.43,180.24,-383.19,24,634.37,18.18,1.41,414.5824664,0,0,0.011697005,0.46788021,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1206,Tiruvettipuram,Tiruvannamalai,Tamil Nadu,859.16,326938,641.43,257.75,-383.68,27.85,1221.56,26.68,92.32,380.5321477,0,0,0.010736312,0.429452462,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1207,Pirawa,Jhalawar,Rajasthan,1212.56,245548,747.88,363.77,-384.11,25.38,933.54,17.09,43.05,202.5037936,0,0,0.00571343,0.228537203,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1208,Jalesar,Etah,Uttar Pradesh,587.93,356597,561.8,176.38,-385.42,24.27,794.1,20.91,3.33,606.5296889,0,0,0.017112593,0.684503714,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1209,Barh,Patna,Bihar,902.41,1020434,656.2,270.72,-385.48,25.95,1038.85,22.16,466.94,1130.787558,0,0,0.031903973,1.276158937,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1210,Gauriganj,Amethi,Uttar Pradesh,571.85,407232,557.43,171.56,-385.87,25.44,922.03,20.98,2.57,712.1308035,0,0,0.020092016,0.803680659,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1211,Khed Brahma,Sabar Kantha,Gujarat,901.32,215794,656.37,270.4,-385.97,24.6,1070.6,18.92,27.69,239.4199618,0,0,0.006754981,0.270199227,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
